"city","Can_P","holc_grade"
"Chicago",23.2074896113281,"C"
"Chicago",43.9452117947505,"C"
"Chicago",26.4791762280349,"C"
"Chicago",27.8797590602779,"C"
"Chicago",29.934435240077,"C"
"Chicago",34.9588519130665,"C"
"Chicago",53.0559291986126,"C"
"Chicago",22.7532712279879,"C"
"Chicago",39.0483553722925,"C"
"Chicago",20.2490260185203,"C"
"Chicago",22.4412193883736,"C"
"Chicago",26.4845370194413,"C"
"Chicago",38.8744188011024,"C"
"Chicago",19.9313670304033,"C"
"Chicago",18.6679720105848,"C"
"Chicago",17.05116500166,"C"
"Chicago",26.8544573111383,"C"
"Chicago",27.7573935830847,"C"
"Chicago",18.2795562739551,"C"
"Chicago",18.606805409745,"C"
"Chicago",15.6942706471219,"C"
"Chicago",27.637265295628,"C"
"Chicago",33.4916613752171,"C"
"Chicago",38.488755070928,"C"
"Chicago",36.0051695989703,"C"
"Chicago",28.2535171452946,"C"
"Chicago",25.0572490427209,"C"
"Chicago",35.232961045179,"C"
"Chicago",31.2722028311825,"C"
"Chicago",29.7032637500581,"C"
"Chicago",18.6807676993635,"C"
"Chicago",22.1048303653026,"C"
"Chicago",30.2012653877,"C"
"Chicago",36.2888834958386,"C"
"Chicago",49.1917055820368,"C"
"Chicago",25.9533824507965,"C"
"Chicago",34.940074534041,"C"
"Chicago",27.0519239971335,"C"
"Chicago",39.4516725522527,"C"
"Chicago",28.0769495740151,"C"
"Chicago",29.23635283131,"C"
"Chicago",26.0491066559044,"C"
"Chicago",23.6117817479479,"C"
"Chicago",41.2915454739408,"C"
"Chicago",22.9915626841201,"C"
"Chicago",27.9128141001652,"C"
"Chicago",21.6192898965339,"C"
"Chicago",16.8757619528169,"C"
"Chicago",22.1693908100656,"C"
"Chicago",19.3051270195531,"C"
"Chicago",16.0513220370875,"C"
"Chicago",23.9666146141834,"C"
"Chicago",22.7177072671443,"C"
"Chicago",25.2383528799675,"C"
"Chicago",22.3095219877644,"C"
"Chicago",24.3423290744592,"C"
"Chicago",42.9338611676712,"C"
"Chicago",27.4965581529989,"C"
"Chicago",20.8573672884121,"C"
"Chicago",19.7742071274897,"C"
"Chicago",18.9793991922724,"C"
"Chicago",18.3492342842194,"C"
"Chicago",20.4287036260072,"C"
"Chicago",16.4721305929121,"C"
"Chicago",24.5444055265657,"C"
"Chicago",25.4146443305921,"C"
"Chicago",24.3508628495167,"C"
"Chicago",37.2479553299292,"C"
"Chicago",20.4477069839156,"C"
"Chicago",25.046128426175,"C"
"Chicago",21.7468713924133,"C"
"Chicago",19.938335169885,"C"
"Chicago",14.5988748229015,"C"
"Chicago",19.9077353317895,"C"
"Chicago",32.3685213250862,"C"
"Chicago",31.9851120430618,"C"
"Chicago",22.9708722241591,"C"
"Chicago",21.7950285152779,"C"
"Chicago",36.8014757502531,"C"
"Chicago",19.9621935749134,"C"
"Chicago",15.6987639064138,"C"
"Chicago",22.6414195672077,"C"
"Chicago",23.7584583420696,"C"
"Chicago",23.5763580267022,"C"
"Chicago",20.4136273376775,"C"
"Chicago",13.7740986820608,"C"
"Chicago",42.1917140288592,"C"
"Chicago",11.4267017568817,"C"
"Chicago",25.2519088558889,"C"
"Chicago",39.9062607752958,"C"
"Chicago",20.9359826843203,"C"
"Chicago",17.3086179847394,"C"
"Chicago",10.0367032184089,"C"
"Chicago",19.4822418702233,"C"
"Chicago",20.4363433648949,"C"
"Chicago",25.0885078101662,"C"
"Chicago",21.2342409425539,"C"
"Chicago",21.0226988788307,"C"
"Chicago",14.6469743430501,"C"
"Chicago",13.8460966127862,"C"
"Chicago",46.1421987825616,"C"
"Chicago",21.6781723720732,"C"
"Chicago",21.854066000719,"C"
"Chicago",28.2886229673604,"C"
"Chicago",25.1826141303438,"C"
"Chicago",21.2094281744265,"C"
"Chicago",19.5953342466709,"C"
"Chicago",16.504365687122,"C"
"Chicago",22.3778040047686,"C"
"Chicago",27.4889982360041,"C"
"Chicago",16.7053313762563,"C"
"Chicago",55.6905773690631,"D"
"Chicago",19.5783806252284,"D"
"Chicago",17.0395558693679,"D"
"Chicago",28.5156621699239,"D"
"Chicago",18.0518596790166,"D"
"Chicago",25.6282737397213,"D"
"Chicago",22.1789861482817,"D"
"Chicago",32.7390206421812,"D"
"Chicago",32.5624102133196,"D"
"Chicago",28.3119374913217,"D"
"Chicago",25.9307282271959,"D"
"Chicago",24.8678896501838,"D"
"Chicago",18.9035198209791,"D"
"Chicago",22.6343511993736,"D"
"Chicago",24.2619774501939,"D"
"Chicago",17.4481031242811,"D"
"Chicago",24.4941162486628,"D"
"Chicago",23.5116523565973,"D"
"Chicago",15.9859741967354,"D"
"Chicago",23.3765735269119,"D"
"Chicago",19.7495534647065,"D"
"Chicago",21.5703636981256,"D"
"Chicago",30.7791580349155,"D"
"Chicago",24.0802660118114,"D"
"Chicago",22.1058899598081,"D"
"Chicago",36.4631773646143,"D"
"Chicago",19.6605249616621,"D"
"Chicago",38.1973279365668,"D"
"Chicago",34.5898706381771,"D"
"Chicago",16.8345660751485,"D"
"Chicago",21.3896305731791,"D"
"Chicago",22.0101316032412,"D"
"Chicago",26.5660805905376,"D"
"Chicago",27.0603950777202,"D"
"Chicago",18.0497344604965,"D"
"Chicago",27.8729716130655,"D"
"Chicago",30.0665769714856,"D"
"Chicago",23.6654456794128,"D"
"Chicago",18.1686423631357,"D"
"Chicago",19.1543993327171,"D"
"Chicago",21.1203715370907,"D"
"Chicago",25.7066892141584,"D"
"Chicago",20.7486394272237,"D"
"Chicago",22.0486951546891,"D"
"Chicago",18.2770501800815,"D"
"Chicago",19.2860842197522,"D"
"Chicago",28.2715329135137,"D"
"Chicago",23.3942062558029,"D"
"Chicago",28.4910475929711,"D"
"Chicago",26.0863883107072,"D"
"Chicago",22.4383515289165,"D"
"Chicago",20.9943712083496,"D"
"Chicago",16.511201737941,"D"
"Chicago",14.9511157932603,"D"
"Chicago",10.4488704434123,"D"
"Chicago",19.8863619067334,"D"
